Unnamed: 0,City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
12027,Delhi,2019-12-04,163.24,277.92,77.61,71.65,107.88,43.21,1.95,13.48,33.48,4.93,42.84,0.67,313.0,Very Poor
12028,Delhi,2019-12-05,271.99,416.79,115.56,91.53,148.59,55.2,2.95,14.48,42.41,7.93,71.69,1.9,389.0,Very Poor
12029,Delhi,2019-12-06,241.69,362.1,73.76,69.73,103.48,57.17,2.03,13.41,32.34,7.86,57.33,1.84,423.0,Severe
12030,Delhi,2019-12-07,233.79,348.44,79.28,66.41,107.56,55.32,2.32,15.4,33.69,6.96,47.68,2.22,382.0,Very Poor
12031,Delhi,2019-12-08,239.98,355.16,109.28,68.59,137.04,58.01,2.88,13.69,32.51,8.02,58.12,5.55,404.0,Severe
12032,Delhi,2019-12-09,200.33,311.58,87.59,68.28,114.07,56.75,2.32,12.34,29.47,6.5,45.83,2.04,371.0,Very Poor
12033,Delhi,2019-12-10,236.4,363.3,85.62,72.63,115.07,59.1,2.41,12.49,38.14,6.87,50.04,3.14,377.0,Very Poor
12034,Delhi,2019-12-11,299.85,452.65,106.35,85.56,138.71,68.66,3.2,14.71,41.46,8.0,69.03,4.94,430.0,Severe
12035,Delhi,2019-12-12,284.18,412.59,46.67,64.36,76.85,70.65,2.01,12.61,44.13,6.29,38.83,2.16,471.0,Severe
12036,Delhi,2019-12-13,94.62,124.26,13.29,41.21,32.94,50.03,1.14,7.9,29.14,2.73,16.19,0.22,322.0,Very Poor
12037,Delhi,2019-12-14,78.59,128.36,26.2,41.29,43.17,38.62,1.18,9.04,22.94,3.38,25.36,0.5,179.0,Moderate
12038,Delhi,2019-12-15,94.67,151.57,26.19,39.9,43.01,38.46,1.15,8.5,22.96,3.22,21.24,0.31,205.0,Poor
12039,Delhi,2019-12-16,88.05,133.11,21.68,35.06,36.0,39.25,1.04,7.17,22.1,2.4,12.91,0.1,202.0,Poor
12040,Delhi,2019-12-17,93.07,140.23,27.2,32.7,40.32,46.78,1.07,7.26,24.27,2.52,14.12,0.09,178.0,Moderate
12041,Delhi,2019-12-18,144.0,214.88,29.59,44.41,48.79,51.81,1.24,7.98,32.08,3.47,22.85,0.16,273.0,Poor
12042,Delhi,2019-12-19,261.16,385.13,51.02,55.64,72.47,57.3,1.92,9.64,28.22,6.1,34.52,0.52,354.0,Very Poor
12043,Delhi,2019-12-20,316.09,449.06,40.57,60.58,66.4,58.04,2.16,9.92,29.05,6.86,39.35,1.05,452.0,Severe
12044,Delhi,2019-12-21,249.87,353.94,37.13,50.24,57.35,62.14,1.71,8.52,23.62,5.96,30.95,0.61,441.0,Severe
12045,Delhi,2019-12-22,146.81,202.05,19.33,38.96,36.7,57.51,1.13,6.67,21.48,3.77,17.14,0.18,351.0,Very Poor
12046,Delhi,2019-12-23,171.47,240.19,26.86,39.83,44.43,53.04,1.28,7.0,23.8,3.98,23.78,0.32,321.0,Very Poor
12047,Delhi,2019-12-24,262.69,401.03,38.02,56.72,64.46,53.3,1.76,8.7,28.17,5.75,38.29,0.82,376.0,Very Poor
12048,Delhi,2019-12-25,166.71,258.28,22.4,39.77,40.79,48.52,1.2,6.96,21.13,3.85,22.52,0.29,384.0,Very Poor
12049,Delhi,2019-12-26,196.97,299.85,19.25,45.08,41.2,51.83,1.17,6.99,25.73,3.69,22.5,0.25,340.0,Very Poor
12050,Delhi,2019-12-27,240.07,371.45,28.66,54.6,54.95,52.64,1.39,7.88,27.55,4.62,32.86,0.2,372.0,Very Poor
12051,Delhi,2019-12-28,275.6,426.12,60.13,55.98,83.47,50.47,1.96,10.26,27.92,6.7,39.22,0.4,425.0,Severe
12052,Delhi,2019-12-29,326.79,500.15,32.73,57.76,61.51,49.61,1.86,10.25,35.11,6.28,33.0,0.34,455.0,Severe
12053,Delhi,2019-12-30,333.43,486.35,54.97,55.61,79.04,50.75,2.24,11.15,26.44,8.0,47.12,0.72,506.0,Severe
12054,Delhi,2019-12-31,245.53,338.18,44.49,47.5,64.57,48.22,1.8,11.03,28.07,4.81,38.4,0.22,417.0,Severe
12055,Delhi,2020-01-01,372.14,483.87,109.53,64.18,135.0,56.85,3.15,18.49,39.58,8.5,60.79,1.38,492.0,Severe
12056,Delhi,2020-01-02,327.04,439.31,120.76,64.8,143.71,58.26,3.32,19.95,36.5,9.36,73.11,2.65,485.0,Severe
12057,Delhi,2020-01-03,228.9,337.04,111.09,55.65,131.13,53.02,2.8,14.93,27.82,6.96,66.8,2.8,426.0,Severe
12058,Delhi,2020-01-04,220.6,327.22,86.58,57.67,110.2,53.46,2.2,12.85,29.94,6.81,48.18,5.45,366.0,Very Poor
12059,Delhi,2020-01-05,170.21,257.94,29.99,48.25,54.3,47.94,1.23,9.59,30.21,3.7,28.9,4.8,354.0,Very Poor
12060,Delhi,2020-01-06,159.64,247.47,35.49,51.19,60.14,47.01,1.27,11.34,21.99,3.52,31.1,1.13,335.0,Very Poor
12061,Delhi,2020-01-07,120.31,176.22,24.08,44.9,46.56,43.53,1.18,12.74,22.82,3.64,24.51,0.3,285.0,Poor
12062,Delhi,2020-01-08,117.98,145.85,26.65,38.64,45.09,44.73,1.13,8.67,17.63,3.49,22.67,0.19,281.0,Poor
12063,Delhi,2020-01-09,89.26,132.06,14.71,32.3,31.03,36.87,0.89,7.28,22.0,2.43,15.34,0.04,231.0,Poor
12064,Delhi,2020-01-10,130.82,203.54,27.73,45.12,50.71,37.73,1.3,9.44,27.25,3.8,24.75,0.33,255.0,Poor
12065,Delhi,2020-01-11,151.1,245.62,43.83,53.28,69.66,40.97,1.54,11.65,30.98,4.33,28.3,0.86,309.0,Very Poor
12066,Delhi,2020-01-12,207.23,325.36,90.44,59.91,113.97,48.65,2.26,12.35,32.47,5.53,39.19,1.56,352.0,Very Poor
12067,Delhi,2020-01-13,218.98,329.77,61.38,55.04,84.22,53.64,2.11,11.59,27.98,5.74,34.26,1.58,381.0,Very Poor
12068,Delhi,2020-01-14,115.62,163.67,21.19,38.08,40.99,46.34,1.16,9.24,21.62,3.31,23.78,0.31,314.0,Very Poor
12069,Delhi,2020-01-15,111.57,179.08,29.61,47.45,54.26,41.76,1.17,10.68,26.19,3.72,30.02,0.34,241.0,Poor
12070,Delhi,2020-01-16,139.06,197.9,28.99,44.21,51.19,43.54,1.11,10.44,18.63,4.05,30.42,0.26,286.0,Poor
12071,Delhi,2020-01-17,107.65,152.98,31.58,36.19,49.2,40.15,1.14,9.69,18.97,3.71,24.4,0.3,287.0,Poor
12072,Delhi,2020-01-18,125.3,198.24,39.64,43.78,60.8,39.56,1.32,9.65,19.93,4.79,29.24,0.34,262.0,Poor
12073,Delhi,2020-01-19,125.04,187.93,18.6,34.18,36.38,38.38,0.96,8.69,25.86,2.95,13.77,0.09,290.0,Poor
12074,Delhi,2020-01-20,142.18,225.67,30.68,38.21,49.07,39.27,1.39,9.65,24.64,3.9,19.39,0.22,282.0,Poor
12075,Delhi,2020-01-21,222.81,348.45,63.49,48.18,83.32,48.02,1.93,12.24,27.6,6.32,39.27,0.85,359.0,Very Poor
12076,Delhi,2020-01-22,198.88,296.98,66.0,44.3,82.89,45.17,1.9,10.95,24.63,7.0,36.98,0.79,378.0,Very Poor
12077,Delhi,2020-01-23,74.45,137.61,15.4,35.26,33.47,36.32,0.79,8.71,27.73,2.52,14.04,0.07,273.0,Poor
12078,Delhi,2020-01-24,79.83,151.81,23.68,44.0,45.88,34.23,0.99,10.73,30.53,2.66,15.38,0.06,155.0,Moderate
12079,Delhi,2020-01-25,136.72,240.57,58.83,56.31,84.2,41.37,1.48,12.36,26.8,4.62,26.36,0.37,251.0,Poor
12080,Delhi,2020-01-26,201.2,309.09,74.63,50.94,95.06,48.8,2.09,12.81,32.7,5.87,33.9,0.83,349.0,Very Poor
12081,Delhi,2020-01-27,209.97,330.91,89.41,67.09,116.25,53.66,2.19,14.72,26.6,5.97,36.87,1.36,365.0,Very Poor
12082,Delhi,2020-01-28,104.45,149.12,17.85,42.01,37.97,42.76,1.26,11.12,23.29,3.2,18.44,0.09,302.0,Very Poor
12083,Delhi,2020-01-29,77.95,134.17,30.9,42.24,48.65,38.01,1.24,9.85,23.96,3.1,20.67,0.19,218.0,Poor
12084,Delhi,2020-01-30,91.56,168.43,30.79,45.04,50.9,36.77,1.08,10.06,24.23,3.49,19.83,0.14,195.0,Moderate
12085,Delhi,2020-01-31,92.04,170.33,31.8,47.35,53.46,34.03,1.1,9.9,24.36,3.55,22.19,0.33,203.0,Poor
12086,Delhi,2020-02-01,112.13,201.19,49.25,44.25,67.5,35.95,1.26,10.02,29.22,4.51,26.67,0.56,244.0,Poor
12087,Delhi,2020-02-02,120.86,200.9,33.12,45.28,54.17,36.46,1.2,10.32,29.69,3.94,18.46,0.44,254.0,Poor
12088,Delhi,2020-02-03,138.5,243.43,50.47,53.71,73.96,37.5,1.51,11.4,33.94,4.43,27.09,0.51,297.0,Poor
12089,Delhi,2020-02-04,188.42,340.56,92.85,64.8,115.76,43.09,2.21,15.26,41.0,6.43,47.2,1.45,336.0,Very Poor
12090,Delhi,2020-02-05,150.08,255.41,41.58,53.35,67.5,40.07,1.3,13.31,32.03,4.6,27.58,0.4,344.0,Very Poor
12091,Delhi,2020-02-06,118.57,205.43,33.37,51.82,60.54,36.16,1.18,12.08,33.75,3.98,22.63,0.82,277.0,Poor
12092,Delhi,2020-02-07,150.15,253.82,64.24,58.46,88.53,38.38,1.51,14.21,34.75,5.78,31.93,0.44,307.0,Very Poor
12093,Delhi,2020-02-08,149.67,238.17,30.62,47.55,54.41,40.72,1.16,14.39,35.72,4.36,18.69,1.12,315.0,Very Poor
12094,Delhi,2020-02-09,151.43,247.62,35.28,50.75,60.36,40.04,1.29,14.64,36.29,4.35,17.47,0.46,310.0,Very Poor
12095,Delhi,2020-02-10,174.4,292.44,56.93,56.48,82.69,39.99,1.61,14.83,31.92,5.16,26.69,1.72,328.0,Very Poor
12096,Delhi,2020-02-11,176.57,306.12,83.94,60.12,107.57,39.73,1.89,14.37,37.22,6.65,40.82,4.01,347.0,Very Poor
12097,Delhi,2020-02-12,172.12,295.05,38.78,55.96,64.65,40.92,1.29,16.24,37.86,4.71,24.48,1.32,343.0,Very Poor
12098,Delhi,2020-02-13,95.72,179.78,15.54,41.59,37.63,36.91,0.95,16.49,36.8,3.09,16.55,0.5,279.0,Poor
12099,Delhi,2020-02-14,73.84,172.28,12.35,34.6,30.48,34.06,0.82,13.53,43.62,2.43,12.11,0.06,186.0,Moderate
12100,Delhi,2020-02-15,83.07,174.78,18.16,44.57,41.54,32.48,0.91,17.59,42.21,2.93,17.62,0.39,174.0,Moderate
12101,Delhi,2020-02-16,132.63,237.81,42.02,57.15,70.95,38.77,1.38,19.61,40.01,3.77,23.71,0.82,254.0,Poor
12102,Delhi,2020-02-17,158.69,282.84,61.48,61.17,88.49,42.77,1.61,18.85,38.6,5.83,30.58,1.2,323.0,Very Poor
12103,Delhi,2020-02-18,125.53,238.91,39.22,59.91,67.21,37.01,1.39,23.01,42.7,4.14,21.19,1.46,292.0,Poor
12104,Delhi,2020-02-19,138.46,286.39,87.96,59.9,111.77,44.11,2.0,20.13,44.29,6.39,37.24,2.16,300.0,Poor
12105,Delhi,2020-02-20,98.84,223.69,10.13,44.05,32.65,39.61,0.99,14.91,55.32,2.88,11.89,0.43,253.0,Poor
12106,Delhi,2020-02-21,53.11,85.49,8.84,33.27,26.24,35.81,0.83,10.45,39.58,2.03,20.21,0.32,170.0,Moderate
12107,Delhi,2020-02-22,63.62,123.44,29.86,41.23,50.12,33.46,1.2,13.38,32.03,2.8,23.92,1.42,104.0,Moderate
12108,Delhi,2020-02-23,105.71,182.2,41.97,42.24,61.5,38.33,1.26,14.3,35.15,3.51,27.78,1.56,221.0,Poor
12109,Delhi,2020-02-24,70.59,145.05,29.23,44.2,51.6,33.19,1.02,15.94,33.36,2.29,20.9,0.16,169.0,Moderate
12110,Delhi,2020-02-25,127.75,224.02,27.87,46.76,52.38,39.61,1.22,18.24,35.32,3.12,18.7,0.59,244.0,Poor
12111,Delhi,2020-02-26,141.81,258.62,56.86,50.67,78.58,42.7,1.54,17.61,38.64,4.71,31.45,1.53,303.0,Very Poor
12112,Delhi,2020-02-27,107.28,203.77,22.85,46.15,46.13,43.64,1.23,14.7,36.36,3.8,22.27,1.24,270.0,Poor
12113,Delhi,2020-02-28,83.48,161.36,8.21,33.92,26.32,41.44,0.97,11.55,41.53,2.67,11.61,1.11,214.0,Poor
12114,Delhi,2020-02-29,60.01,115.82,9.66,33.98,27.57,34.88,0.83,12.05,37.35,2.42,15.56,2.68,144.0,Moderate
12115,Delhi,2020-03-01,42.83,91.88,20.57,40.73,41.36,31.4,0.97,12.19,39.84,2.18,22.27,7.59,105.0,Moderate
12116,Delhi,2020-03-02,99.34,203.51,64.58,50.23,85.92,39.78,1.58,15.81,36.64,4.58,37.92,4.39,192.0,Moderate
12117,Delhi,2020-03-03,86.26,188.73,50.52,46.6,71.98,37.02,1.22,15.48,32.39,3.98,39.09,1.51,226.0,Poor
12118,Delhi,2020-03-04,82.9,193.79,40.18,45.62,60.78,37.32,1.1,16.22,41.77,3.57,28.32,0.66,200.0,Moderate
12119,Delhi,2020-03-05,31.43,67.5,11.78,32.97,28.54,32.27,0.81,11.32,36.98,1.81,16.39,0.27,112.0,Moderate
12120,Delhi,2020-03-06,21.32,38.5,12.55,33.71,29.75,29.56,0.87,10.42,33.52,1.47,14.94,0.6,82.0,Satisfactory
12121,Delhi,2020-03-07,40.96,85.45,17.41,35.53,34.85,29.01,0.82,11.84,35.47,1.95,21.14,0.37,77.0,Satisfactory
12122,Delhi,2020-03-08,72.1,140.22,45.65,37.14,61.74,31.51,1.11,12.61,34.59,3.51,35.85,0.63,156.0,Moderate
12123,Delhi,2020-03-09,58.04,133.75,18.86,32.29,34.79,29.29,0.75,13.33,34.54,1.91,17.48,0.33,138.0,Moderate
12124,Delhi,2020-03-10,84.35,160.91,14.46,30.22,29.74,30.99,0.84,17.21,47.66,2.35,15.58,0.42,186.0,Moderate
12125,Delhi,2020-03-11,55.19,112.57,10.1,29.76,24.99,32.88,0.76,13.82,42.36,1.96,12.04,0.36,128.0,Moderate
12126,Delhi,2020-03-12,56.92,155.18,21.91,36.74,39.57,35.31,0.94,13.68,34.27,2.25,19.69,0.7,125.0,Moderate
12127,Delhi,2020-03-13,68.72,209.02,29.31,40.53,49.0,31.36,0.87,15.42,37.42,2.63,24.39,3.61,170.0,Moderate
12128,Delhi,2020-03-14,39.41,85.26,14.67,34.59,32.7,34.29,0.76,11.59,29.17,1.99,17.98,0.47,131.0,Moderate
12129,Delhi,2020-03-15,60.99,124.24,26.33,41.09,46.69,31.09,0.9,13.92,37.25,2.43,23.4,1.37,124.0,Moderate
12130,Delhi,2020-03-16,61.61,144.37,21.37,41.52,44.12,31.07,0.89,14.8,38.38,2.29,20.26,1.28,148.0,Moderate
12131,Delhi,2020-03-17,69.7,160.15,26.05,43.5,48.87,32.31,1.0,15.06,40.59,2.65,20.92,2.99,164.0,Moderate
12132,Delhi,2020-03-18,68.93,162.56,29.29,45.86,53.31,32.99,1.07,14.93,41.73,3.05,28.9,2.21,162.0,Moderate
12133,Delhi,2020-03-19,90.62,195.15,37.81,45.67,59.24,36.15,1.14,17.66,43.16,3.37,33.51,1.49,191.0,Moderate
12134,Delhi,2020-03-20,90.31,200.79,30.21,51.26,55.88,34.3,1.24,19.71,48.23,3.76,36.83,0.43,209.0,Poor
12135,Delhi,2020-03-21,82.39,184.81,31.58,46.04,54.04,36.61,1.18,18.55,43.19,3.35,33.82,0.68,205.0,Poor
12136,Delhi,2020-03-22,78.61,134.46,14.49,29.85,30.31,32.61,0.92,16.63,47.67,2.86,21.43,0.5,198.0,Moderate
12137,Delhi,2020-03-23,54.26,100.55,11.75,25.96,25.31,30.31,0.78,15.17,46.48,1.96,16.08,0.74,127.0,Moderate
12138,Delhi,2020-03-24,55.85,103.62,12.3,27.07,26.48,31.91,0.81,15.81,38.23,2.53,16.24,0.64,124.0,Moderate
12139,Delhi,2020-03-25,37.87,68.03,13.09,21.11,22.57,34.43,0.68,11.49,32.11,1.67,13.62,0.71,92.0,Satisfactory
12140,Delhi,2020-03-26,45.69,75.81,9.02,16.58,17.41,33.68,0.58,12.82,30.59,1.38,8.88,0.7,93.0,Satisfactory
12141,Delhi,2020-03-27,26.89,45.48,8.34,15.32,15.89,27.4,0.53,11.04,27.38,1.11,9.17,2.33,76.0,Satisfactory
12142,Delhi,2020-03-28,21.23,34.15,9.87,17.52,18.34,25.22,0.54,10.28,25.06,1.07,9.76,0.71,51.0,Satisfactory
12143,Delhi,2020-03-29,27.59,55.75,8.74,16.6,16.42,23.98,0.52,10.39,35.75,0.97,8.31,1.31,64.0,Satisfactory
12144,Delhi,2020-03-30,35.08,64.66,8.29,17.52,16.62,23.21,0.58,12.47,40.26,1.08,9.0,1.32,74.0,Satisfactory
12145,Delhi,2020-03-31,35.31,67.01,9.36,18.03,18.01,26.5,0.56,12.33,40.96,1.06,8.98,1.45,81.0,Satisfactory
12146,Delhi,2020-04-01,32.88,65.84,10.4,19.17,19.26,26.73,0.62,13.0,35.06,1.12,9.17,3.01,80.0,Satisfactory
12147,Delhi,2020-04-02,28.51,61.06,9.91,17.18,17.72,22.22,0.6,10.84,39.47,0.91,7.85,0.97,78.0,Satisfactory
12148,Delhi,2020-04-03,31.36,62.69,9.29,20.07,19.33,21.54,0.61,11.99,46.82,1.13,8.6,0.77,84.0,Satisfactory
12149,Delhi,2020-04-04,40.79,77.64,10.07,22.38,21.19,23.06,0.68,12.59,41.26,1.3,9.64,0.89,90.0,Satisfactory
12150,Delhi,2020-04-05,51.79,96.88,10.99,24.42,22.78,25.14,0.81,16.03,44.55,1.74,12.38,0.26,103.0,Moderate
12151,Delhi,2020-04-06,59.91,114.88,11.05,24.37,22.68,26.41,0.81,15.59,44.16,2.04,12.8,0.24,134.0,Moderate
12152,Delhi,2020-04-07,33.12,94.02,8.5,19.27,17.38,25.53,0.6,13.46,42.65,1.01,9.13,0.13,100.0,Satisfactory
12153,Delhi,2020-04-08,29.7,79.04,8.38,18.56,16.51,23.41,0.56,12.85,45.8,0.99,8.24,0.05,91.0,Satisfactory
12154,Delhi,2020-04-09,36.13,76.32,8.49,21.37,18.16,23.84,0.66,14.2,48.34,1.11,7.52,0.07,89.0,Satisfactory
12155,Delhi,2020-04-10,57.67,112.93,9.8,27.12,23.3,27.71,0.81,16.32,40.36,1.79,11.45,0.14,111.0,Moderate
12156,Delhi,2020-04-11,53.03,118.1,9.54,23.64,21.9,28.33,0.83,18.38,49.51,1.88,11.18,0.04,126.0,Moderate
12157,Delhi,2020-04-12,38.57,92.7,5.48,17.59,14.66,26.99,0.67,15.7,50.15,1.19,6.87,0.0,102.0,Moderate
12158,Delhi,2020-04-13,60.6,136.77,7.16,23.4,19.83,27.95,0.83,19.86,41.07,1.78,9.62,0.0,119.0,Moderate
12159,Delhi,2020-04-14,58.22,144.7,8.83,25.71,22.96,28.76,0.93,17.38,40.74,2.04,13.12,0.01,134.0,Moderate
12160,Delhi,2020-04-15,58.31,190.98,10.37,24.55,24.05,28.36,0.93,14.89,38.22,2.36,11.89,0.02,152.0,Moderate
12161,Delhi,2020-04-16,69.8,191.17,11.86,25.01,25.66,30.36,0.94,19.42,41.87,2.4,13.75,0.01,172.0,Moderate
12162,Delhi,2020-04-17,26.93,89.58,8.12,15.83,16.95,26.06,0.64,14.08,53.53,1.07,7.79,0.0,123.0,Moderate
12163,Delhi,2020-04-18,29.09,102.53,8.45,15.45,17.02,27.18,0.68,12.63,49.14,1.19,7.55,0.0,102.0,Moderate
12164,Delhi,2020-04-19,35.49,73.86,10.13,19.72,20.82,29.94,0.71,13.17,40.53,1.29,9.46,0.0,95.0,Satisfactory
12165,Delhi,2020-04-20,52.86,113.25,12.38,24.56,25.55,31.57,1.02,15.06,32.67,2.37,15.52,0.0,115.0,Moderate
12166,Delhi,2020-04-21,37.17,87.27,8.89,19.64,19.57,29.75,0.82,15.36,48.56,1.48,8.92,0.0,102.0,Moderate
12167,Delhi,2020-04-22,58.25,130.99,10.78,24.79,24.17,29.39,0.86,17.34,46.94,2.03,13.9,0.01,122.0,Moderate
12168,Delhi,2020-04-23,54.71,127.82,9.42,24.83,22.92,30.02,0.91,17.39,43.99,2.8,17.19,0.01,129.0,Moderate
12169,Delhi,2020-04-24,65.91,138.46,11.0,25.62,24.87,32.62,0.99,18.62,47.98,2.57,13.43,0.06,143.0,Moderate
12170,Delhi,2020-04-25,33.09,85.83,9.6,18.68,19.91,28.65,0.75,12.76,54.53,1.13,8.55,0.0,121.0,Moderate
12171,Delhi,2020-04-26,40.24,117.1,8.42,17.45,17.77,31.61,0.77,16.21,47.16,1.68,8.42,0.0,119.0,Moderate
12172,Delhi,2020-04-27,27.18,53.02,8.28,14.8,16.38,29.94,0.76,15.59,53.43,1.24,6.39,0.0,98.0,Satisfactory
12173,Delhi,2020-04-28,41.75,80.36,10.32,17.35,20.03,28.6,0.86,17.6,58.96,1.7,8.3,0.0,105.0,Moderate
12174,Delhi,2020-04-29,55.18,114.91,12.66,20.11,22.66,28.86,0.91,19.08,58.57,2.03,13.02,0.01,123.0,Moderate
12175,Delhi,2020-04-30,49.96,115.63,12.73,17.61,20.45,32.99,0.84,17.42,59.55,1.68,9.27,0.0,128.0,Moderate
12176,Delhi,2020-05-01,61.04,143.11,11.8,18.46,20.45,36.43,0.89,17.52,56.81,1.96,11.92,0.0,140.0,Moderate
12177,Delhi,2020-05-02,34.67,107.36,12.81,14.36,19.49,33.93,0.76,13.0,60.45,1.19,6.42,0.01,127.0,Moderate
12178,Delhi,2020-05-03,32.56,83.02,12.72,15.14,21.57,32.48,0.68,11.94,49.04,1.31,7.51,0.02,110.0,Moderate
12179,Delhi,2020-05-04,26.63,60.59,12.86,16.95,20.79,31.35,0.72,11.92,50.56,1.14,9.98,0.0,92.0,Satisfactory
12180,Delhi,2020-05-05,56.24,115.91,13.93,21.36,24.06,30.86,0.87,16.4,52.12,2.0,14.92,0.03,117.0,Moderate
12181,Delhi,2020-05-06,58.44,169.61,13.75,21.88,25.58,29.53,0.89,15.78,53.95,2.04,13.31,0.06,139.0,Moderate
12182,Delhi,2020-05-07,36.02,88.35,10.31,17.97,18.92,25.51,0.73,13.6,73.11,1.46,10.18,0.04,140.0,Moderate
12183,Delhi,2020-05-08,51.09,120.82,10.02,21.66,20.69,27.98,0.83,13.82,74.28,1.69,13.41,0.1,138.0,Moderate
12184,Delhi,2020-05-09,54.18,126.9,9.47,17.65,19.17,30.14,0.85,13.33,76.32,1.61,11.66,1.08,142.0,Moderate
12185,Delhi,2020-05-10,44.3,110.39,5.21,16.46,14.47,28.71,0.74,12.02,63.71,1.3,9.23,0.15,127.0,Moderate
12186,Delhi,2020-05-11,43.26,93.49,4.8,19.53,15.6,28.13,0.76,12.66,64.6,1.55,10.63,0.27,113.0,Moderate
12187,Delhi,2020-05-12,43.19,94.4,4.42,18.49,14.62,29.43,0.75,13.84,64.1,1.5,12.68,0.27,122.0,Moderate
12188,Delhi,2020-05-13,68.8,159.2,5.09,21.34,16.74,32.29,0.9,15.41,52.2,1.81,14.78,0.39,132.0,Moderate
12189,Delhi,2020-05-14,56.17,126.53,9.04,25.12,21.86,30.82,0.89,12.92,50.22,1.69,14.93,0.22,154.0,Moderate
12190,Delhi,2020-05-15,47.44,101.93,6.76,23.45,18.9,27.39,0.84,13.71,53.08,1.41,12.6,0.22,125.0,Moderate
12191,Delhi,2020-05-16,81.87,151.8,6.11,26.17,19.89,27.62,0.99,16.19,63.12,1.61,11.64,0.15,175.0,Moderate
12192,Delhi,2020-05-17,98.63,187.24,9.24,31.96,26.01,28.76,1.06,20.19,59.79,2.07,15.58,2.12,202.0,Poor
12193,Delhi,2020-05-18,101.02,192.68,11.31,34.76,29.28,28.97,1.12,22.11,53.55,2.42,17.66,2.77,222.0,Poor
12194,Delhi,2020-05-19,106.63,208.65,16.68,42.67,38.49,30.58,1.31,20.41,57.05,2.75,23.02,1.74,238.0,Poor
12195,Delhi,2020-05-20,67.8,155.41,8.79,32.8,25.93,28.73,1.03,18.96,62.34,1.92,15.99,0.16,196.0,Moderate
12196,Delhi,2020-05-21,55.92,163.77,9.67,31.36,25.81,25.55,1.09,18.99,62.56,1.72,15.2,2.43,149.0,Moderate
12197,Delhi,2020-05-22,94.37,213.47,17.16,45.36,40.17,28.56,1.31,26.05,55.45,2.96,26.42,11.36,199.0,Moderate
12198,Delhi,2020-05-23,74.92,209.49,16.74,42.43,37.85,28.82,1.16,17.05,41.87,2.77,28.72,0.39,202.0,Poor
12199,Delhi,2020-05-24,55.37,179.3,8.13,27.35,21.76,26.54,0.87,17.11,53.31,1.76,15.43,0.07,174.0,Moderate
12200,Delhi,2020-05-25,61.46,162.41,9.3,30.92,25.0,27.22,0.94,21.3,54.74,1.88,13.82,0.11,157.0,Moderate
12201,Delhi,2020-05-26,55.38,190.11,19.09,37.79,37.41,27.06,1.1,16.82,38.73,2.51,24.05,0.27,153.0,Moderate
12202,Delhi,2020-05-27,43.22,161.76,7.58,26.95,21.37,25.79,0.83,14.49,66.77,1.7,16.71,0.05,156.0,Moderate
12203,Delhi,2020-05-28,39.07,229.55,4.89,17.1,13.26,29.02,0.8,11.68,55.92,1.11,7.56,0.01,174.0,Moderate
12204,Delhi,2020-05-29,24.62,66.66,5.14,19.02,14.69,32.19,0.77,9.95,47.48,1.1,10.48,0.03,129.0,Moderate
12205,Delhi,2020-05-30,23.09,53.19,5.04,18.51,14.11,36.19,0.84,9.95,50.29,0.95,7.61,0.01,84.0,Satisfactory
12206,Delhi,2020-05-31,21.51,40.43,5.02,17.05,13.15,34.91,0.84,9.06,42.29,1.05,9.05,0.26,80.0,Satisfactory
12207,Delhi,2020-06-01,41.05,80.47,5.87,22.99,17.6,35.0,0.96,14.02,50.57,1.94,16.96,0.38,100.0,Satisfactory
12208,Delhi,2020-06-02,45.9,98.32,7.25,24.78,19.94,35.78,0.92,12.71,50.06,1.75,21.26,0.68,123.0,Moderate
12209,Delhi,2020-06-03,50.62,114.01,7.07,28.02,21.64,36.05,0.9,15.91,52.16,1.93,20.14,0.85,123.0,Moderate
12210,Delhi,2020-06-04,68.24,143.79,11.87,34.11,29.57,38.85,1.09,17.97,39.14,2.79,29.63,2.28,144.0,Moderate
12211,Delhi,2020-06-05,42.43,87.05,7.6,25.87,20.45,35.51,0.87,12.46,44.83,2.0,18.02,2.01,126.0,Moderate
12212,Delhi,2020-06-06,35.14,80.49,5.85,21.25,16.37,31.81,0.82,10.69,51.46,1.6,11.45,0.38,102.0,Moderate
12213,Delhi,2020-06-07,39.99,91.17,6.5,22.65,17.92,30.79,0.86,11.89,45.4,1.82,17.23,0.8,104.0,Moderate
12214,Delhi,2020-06-08,46.9,103.27,7.94,25.81,21.44,31.81,0.94,15.78,51.77,1.99,20.22,0.47,112.0,Moderate
12215,Delhi,2020-06-09,64.77,148.67,11.04,32.01,28.36,33.83,1.01,15.06,49.14,2.23,27.6,1.0,138.0,Moderate
12216,Delhi,2020-06-10,58.9,156.29,16.38,34.31,35.09,33.27,1.03,14.12,40.8,2.17,24.61,1.52,154.0,Moderate
12217,Delhi,2020-06-11,54.69,134.36,12.37,30.94,30.0,36.54,0.91,12.74,40.63,1.84,22.43,0.97,142.0,Moderate
12218,Delhi,2020-06-12,64.0,152.7,12.41,30.05,29.74,38.64,1.06,12.9,43.37,2.16,19.86,0.67,152.0,Moderate
